id,title,authors,categories,abstract,update_date,versions
0704.0147,A POVM view of the ensemble approach to polarization optics,"Sudha, A. V. Gopala Rao, A. R. Usha Devi and A. K. Rajagopal",physics.optics physics.class-ph quant-ph,"  Statistical ensemble formalism of Kim, Mandel and Wolf (J. Opt. Soc. Am. A 4,
433 (1987)) offers a realistic model for characterizing the effect of
stochastic non-image forming optical media on the ...",2007-06-26,2
0704.0148,"Reexamination of spin decoherence in semiconductor quantum dots from
  equation-of-motion approach","J. H. Jiang, Y. Y. Wang, and M. W. Wu",cond-mat.mtrl-sci,"  The longitudinal and transversal spin decoherence times, $T_1$ and $T_2$, in
semiconductor quantum dots are investigated from equation-of-motion approach
for different magnetic fields, quantum dot s...",2008-01-20,5
0704.0149,Construction of initial data for 3+1 numerical relativity,"Eric Gourgoulhon (LUTH, CNRS / Observatoire de Paris / Univ. Paris 7)",gr-qc,"  This lecture is devoted to the problem of computing initial data for the
Cauchy problem of 3+1 general relativity. The main task is to solve the
constraint equations. The conformal technique, introd...",2008-11-26,2
0704.0150,"Magnetism and Thermodynamics of Spin-1/2 Heisenberg Diamond Chains in a
  Magnetic Field",Bo Gu and Gang Su,cond-mat.str-el,"  The magnetic and thermodynamic properties of spin-1/2 Heisenberg diamond
chains are investigated in three different cases: (a) J1, J2, J3>0
(frustrated); (b) J1, J3<0, J2>0 (frustrated); and (c) J1,...",2009-11-13,1
0704.0151,Extraction of physical laws from joint experimental data,I. Grabec,physics.data-an physics.comp-ph,"  The extraction of a physical law y=yo(x) from joint experimental data about x
and y is treated. The joint, the marginal and the conditional probability
density functions (PDF) are expressed by given...",2007-10-10,1
0704.0152,Kinetic equation for finite systems of fermions with pairing,"V.I. Abrosimov, D.M. Brink, A.Dellafiore, F. Matera",nucl-th,"  The solutions of the Wigner-transformed time-dependent
Hartree--Fock--Bogoliubov equations are studied in the constant-$\Delta$
approximation. This approximation is known to violate particle-number
...",2008-11-26,2
0704.0153,"Reciprocal Symmetry and Classical Discrete Oscillator Incorporating
  Half-Integral Energy Levels",Mushfiq Ahmad,physics.gen-ph,"  Classical oscillator differential equation is replaced by the corresponding
(finite time) difference equation. The equation is, then, symmetrized so that
it remains invariant under the change d goin...",2007-05-23,1
0704.0154,Hadrons in Medium -- Theory confronts experiment,"Fabian Eichstaedt, Stefan Leupold, Ulrich Mosel, Pascal Muehlich",nucl-th hep-ph nucl-ex,"  In this talk we briefly summarize our theoretical understanding of in-medium
selfenergies of hadrons. With the special case of the $\omega$ meson we
demonstrate that earlier calculations that predic...",2008-11-26,1
0704.0155,"A computer program for fast non-LTE analysis of interstellar line
  spectra","Floris van der Tak (SRON Groningen), John Black (Onsala), Fredrik
  Schoeier (Stockholm), David Jansen and Ewine van Dishoeck (Leiden)",astro-ph,"  The large quantity and high quality of modern radio and infrared line
observations require efficient modeling techniques to infer physical and
chemical parameters such as temperature, density, and m...",2015-05-13,1
0704.0156,"Nonlinear force-free coronal magnetic field extrapolation scheme based
  on the direct boundary integral formulation","Han He, Huaning Wang",astro-ph,"  This paper has been withdrawn by the authors.
...",2015-05-13,2
0704.0157,"Alternative Approaches to the Equilibrium Properties of Hard-Sphere
  Liquids","M. Lopez de Haro, S. B. Yuste, and A. Santos",cond-mat.stat-mech cond-mat.soft physics.chem-ph,"  An overview of some analytical approaches to the computation of the
structural and thermodynamic properties of single component and multicomponent
hard-sphere fluids is provided. For the structural ...",2008-07-18,1
0704.0158,Complexities of Human Promoter Sequences,"Fangcui Zhao, Huijie Yang, and Binghong Wang",q-bio.OT,"  By means of the diffusion entropy approach, we detect the scale-invariance
characteristics embedded in the 4737 human promoter sequences. The exponent for
the scale-invariance is in a wide range of ...",2011-11-09,1
0704.0159,Evidence for an excitonic insulator phase in 1T-TiSe$_{2}$,"H. Cercellier, C. Monney, F. Clerc, C. Battaglia, L. Despont, M. G.
  Garnier, H. Beck, L. Patthey, H. Berger, P. Aebi",cond-mat.str-el cond-mat.soft,"  We present a new high-resolution angle-resolved photoemission study of
1\textit{T}-TiSe$_{2}$ in both, its room-temperature, normal phase and its
low-temperature, charge-density wave phase. At low t...",2009-11-13,1
0704.0160,Oxygen-rich droplets and the enrichment of the ISM,"G. Stasinska, G. Tenorio-Tagle, M. Rodriguez, W. J. Henney",astro-ph,"  We argue that the discrepancies observed in HII regions between abundances
derived from optical recombination lines (ORLs) and collisionally excited lines
(CELs) might well be the signature of a sce...",2007-05-23,1
0704.0161,"Soft modes and NTE in Zn(CN)2 from Raman spectroscopy and first
  principles calculations","T. R. Ravindran, A. K. Arora, Sharat Chandra, M. C. Valsakumar and N.
  V. Chandra Shekar",cond-mat.mtrl-sci,"  We have studied Zn(CN)2 at high pressure using Raman spectroscopy, and report
Gruneisen parameters of the soft phonons. The phonon frequencies and eigen
vectors obtained from ab-initio calculations ...",2009-11-13,1
0704.0162,Estimation of experimental data redundancy and related statistics,I. Grabec,physics.data-an physics.comp-ph,"  Redundancy of experimental data is the basic statistic from which the
complexity of a natural phenomenon and the proper number of experiments needed
for its exploration can be estimated. The redunda...",2007-10-10,1
0704.0163,Effective potentials for quasicrystals from ab-initio data,"Peter Brommer and Franz G\""ahler (Institut f\""ur Theoretische und
  Angewandte Physik, Universit\""at Stuttgart)",cond-mat.mtrl-sci,"  Classical effective potentials are indispensable for any large-scale
atomistic simulations, and the relevance of simulation results crucially
depends on the quality of the potentials used. For compl...",2009-07-07,1
0704.0164,On smooth foliations with Morse singularities,Lilia Rosati,math.GT,"  Let $M$ be a smooth manifold and let $\F$ be a codimension one, $C^\infty$
foliation on $M$, with isolated singularities of Morse type. The study and
classification of pairs $(M,\F)$ is a challengin...",2007-05-23,1
0704.0165,Frobenius-Schur indicators for semisimple Lie algebras,Mohammad Abu-Hamed and Shlomo Gelaki,math.QA math.RT,"  Let g be a finite dimensional complex semisimple Lie algebra, and let V be a
finite dimensional represenation of g. We give a closed formula for the mth
Frobenius-Schur indicator, m>1, of V in repre...",2007-05-23,1
0704.0166,Supersymmetry breaking metastable vacua in runaway quiver gauge theories,"Inaki Garcia-Etxebarria, Fouad Saad, Angel M. Uranga",hep-th,"  In this paper we consider quiver gauge theories with fractional branes whose
infrared dynamics removes the classical supersymmetric vacua (DSB branes). We
show that addition of flavors to these theo...",2009-11-13,2
0704.0167,Low Energy Aspects of Heavy Meson Decays,Jan O. Eeg,hep-ph,"  I discuss low energy aspects of heavy meson decays, where there is at least
one heavy meson in the final state. Examples are $B -\bar{B}$ mixing, $B \to D
\bar{D}$, $B \to D \eta'$, and $B \to D \ga...",2008-11-26,1
0704.0168,"Radiative losses and cut-offs of energetic particles at relativistic
  shocks",Paul Dempsey and Peter Duffy,astro-ph,"  We investigate the acceleration and simultaneous radiative losses of
electrons in the vicinity of relativistic shocks. Particles undergo pitch angle
diffusion, gaining energy as they cross the shock...",2009-06-23,1
0704.0169,Very strong and slowly varying magnetic fields as source of axions,Giorgio Calucci,hep-ph,"  The investigation on the production of particles in slowly varying but
extremely intense magnetic field in extended to the case of axions. The
motivation is, as for some previously considered cases,...",2008-11-26,1
0704.0170,Symmetry disquisition on the TiOX phase diagram,"Daniele Fausti, Tom T. A. Lummen, Cosmina Angelescu, Roberto Macovez,
  Javier Luzon, Ria Broer, Petra Rudolf, Paul H.M. van Loosdrecht, Natalia
  Tristan, Bernd Buchner, Sander van Smaalen, Angela Moller, Gerd Meyer, Timo
  Taetz",cond-mat.str-el cond-mat.mtrl-sci,"  The sequence of phase transitions and the symmetry of in particular the low
temperature incommensurate and spin-Peierls phases of the quasi one-dimensional
inorganic spin-Peierls system TiOX (TiOBr ...",2009-11-13,2
0704.0171,Discovery of a point-like very-high-energy gamma-ray source in Monoceros,"F. Aharonian, et al",astro-ph,"  The complex Monoceros Loop SNR/Rosette Nebula region contains several
potential sources of very-high-energy (VHE) gamma-ray emission and two as yet
unidentified high-energy EGRET sources. Sensitive ...",2009-11-13,1
0704.0172,Thermal entanglement of qubit pairs on the Shastry-Sutherland lattice,"S. El Shawish, A. Ramsak, and J. Bonca",cond-mat.mes-hall cond-mat.str-el,"  We show that temperature and magnetic field properties of the entanglement
between spins on the two-dimensional Shastry-Sutherland lattice can be
qualitatively described by analytical results for a ...",2009-11-13,1
0704.0173,Bonding of H in O vacancies of ZnO,H. Takenaka and D.J. Singh,cond-mat.mtrl-sci,"  We investigate the bonding of H in O vacancies of ZnO using density
functional calculations. We find that H is anionic and does not form
multicenter bonds with Zn in this compound.
...",2007-05-23,1
0704.0174,"Reparametrization Invariance, the controversial extraction of $\alpha$
  from $B\to\pi\pi$ and New Physics","Francisco J. Botella (Valencia U. & Valencia U., IFIC), Miguel Nebot
  (Lisbon, IST)",hep-ph hep-ex,"  The extraction of the weak phase $\alpha$ from $B\to\pi\pi$ decays has been
controversial from a statistical point of view, as the frequentist vs. bayesian
confrontation shows. We analyse several re...",2007-05-23,1
0704.0175,Solar System Constraints on Gauss-Bonnet Mediated Dark Energy,"Luca Amendola, Christos Charmousis and Stephen C. Davis",astro-ph gr-qc hep-th,"  Although the Gauss-Bonnet term is a topological invariant for general
relativity, it couples naturally to a quintessence scalar field, modifying
gravity at solar system scales. We determine the sola...",2009-06-23,2
0704.0176,"Switching mechanism of photochromic diarylethene derivatives molecular
  junctions","Jing Huang, Qunxiang Li, Hao Ren, Haibin Su, Q. W. Shi, and Jinlong
  Yang",cond-mat.other cond-mat.mtrl-sci,"  The electronic transport properties and switching mechanism of single
photochromic diarylethene derivatives sandwiched between two gold surfaces with
closed and open configurations are investigated ...",2009-11-13,1
0704.0177,"Robust manipulation of electron spin coherence in an ensemble of singly
  charged quantum dots","A. Greilich (1), M. Wiemann (1), F. G. G. Hernandez (1), D. R.
  Yakovlev (1), I. A. Yugova (1), A. Shabaev (2), Al. L. Efros (2), D. Reuter
  (3), A. D. Wieck (3), and M. Bayer (1) ((1) Universit\""at Dortmund, Germany,
  (2) Washington, USA, (3) Ruhr-Universit\""at Bochum, Germany)",physics.optics,"  Using the recently reported mode locking effect we demonstrate a highly
robust control of electron spin coherence in an ensemble of (In,Ga)As quantum
dots during the single spin coherence time. The ...",2009-11-13,1
0704.0178,Equation of state for dense hydrogen and plasma phase transition,"Bastian Holst, Nadine Nettelmann, Ronald Redmer",physics.plasm-ph,"  We calculate the equation of state of dense hydrogen within the chemical
picture. Fluid variational theory is generalized for a multi-component system
of molecules, atoms, electrons, and protons. Ch...",2012-04-16,1
0704.0179,Experimental nonclassicality of single-photon-added thermal light states,"Alessandro Zavatta, Valentina Parigi, and Marco Bellini",quant-ph,"  We report the experimental realization and tomographic analysis of novel
quantum light states obtained by exciting a classical thermal field by a single
photon. Such states, although completely inco...",2009-11-13,1
0704.0180,Neutron Skin and Giant Resonances in Nuclei,Vadim Rodin,nucl-th,"  Some aspects, both experimental and theoretical, of extracting the neutron
skin $\Delta R$ from properties of isovector giant resonances are discussed.
Existing proposals are critically reviewed. Th...",2008-11-26,1
0704.0181,Genetic Optimization of Photonic Bandgap Structures,"Joel Goh, Ilya Fushman, Dirk Englund, and Jelena Vuckovic",physics.optics physics.comp-ph,"  We investigate the use of a Genetic Algorithm (GA) to design a set of
photonic crystals (PCs) in one and two dimensions. Our flexible design
methodology allows us to optimize PC structures which are...",2009-11-13,1
0704.0182,"Huge magneto-crystalline anisotropy of x-ray linear dichroism observed
  on Co/FeMn bilayers","W. Kuch, F. Offi, L. I. Chelaru, J. Wang, K. Fukumoto, M. Kotsugi, J.
  Kirschner, J. Kunes",cond-mat.mtrl-sci,"  We present an x-ray spectromicroscopic investigation of single-crystalline
magnetic FeMn/Co bilayers on Cu(001), using X-ray magnetic circular (XMCD) and
linear (XMLD) dichroism at the Co and Fe L3 ...",2007-06-13,1
0704.0183,"Temperature Dependence of the Tensile Properties of Single Walled Carbon
  Nanotubes: O(N) Tight Binding MD Simulation","G. Dereli and B. Sungu (Yildiz Tech. Univ., Istanbul)",cond-mat.mtrl-sci,"  This paper examines the effect of temperature on the structural stability and
mechanical properties of 20 layered (10,10) single walled carbon nanotubes
(SWCNTs) under tensile loading using an O(N) ...",2009-11-13,1
0704.0184,Gamma-ray emitting AGN and GLAST,P. Padovani (ESO),astro-ph,"  I describe the different classes of Active Galactic Nuclei (AGN) and the
basic tenets of unified schemes. I then review the properties of the
extragalactic sources detected in the GeV and TeV bands,...",2009-06-23,1
0704.0185,Potfit: effective potentials from ab-initio data,"Peter Brommer and Franz G\""ahler (Institut f\""ur Theoretische und
  Angewandte Physik, Universit\""at Stuttgart)",cond-mat.mtrl-sci,"  We present a program called potfit which generates an effective atomic
interaction potential by matching it to a set of reference data computed in
first-principles calculations. It thus allows to pe...",2007-05-23,2
0704.0186,"Dark energy and neutrino model in SUSY -- Remarks on active and sterile
  neutrinos mixing --",Ryo Takahashi and Morimitsu Tanimoto,hep-ph,"  We consider a Mass Varying Neutrinos (MaVaNs) model in supersymmetric theory.
The model includes effects of supersymmetry breaking transmitted by the
gravitational interaction from the hidden sector...",2008-11-26,1
0704.0187,"The transverse proximity effect in spectral hardness on the line of
  sight towards HE 2347-4342","G. Worseck (1), C. Fechner (2,3), L. Wisotzki (1) and A. Dall'Aglio
  (1) ((1) Astrophysikalisches Institut Potsdam, (2) Hamburger Sternwarte, (3)
  Universit\""at Potsdam)",astro-ph,"  We report the discovery of 14 quasars in the vicinity of HE2347-4342, one of
the two quasars whose intergalactic HeII forest has been resolved with FUSE. By
analysing the HI and the HeII opacity var...",2011-11-09,2
0704.0188,Biased random walks on combs,Tanya M Elliott and John F Wheater,cond-mat.other,"  We develop rigorous, analytic techniques to study the behaviour of biased
random walks on combs. This enables us to calculate exactly the spectral
dimension of random comb ensembles for any bias sce...",2009-11-13,2
0704.0189,Monoid generalizations of the Richard Thompson groups,J. C. Birget,math.GR,"  The groups G_{k,1} of Richard Thompson and Graham Higman can be generalized
in a natural way to monoids, that we call M_{k,1}, and to inverse monoids,
called Inv_{k,1}; this is done by simply genera...",2016-01-27,3
0704.0190,"The Reliability on the Direction of the Incident Neutrino for the Fully
  Contained Events and Partially Contained Events due to QEL in the
  Super-Kamiokande","E. Konishi (1), Y. Minorikawa (2), V.I. Galkin (3), M. Ishiwata (4),
  I. Nakamura (4), N. Takahashit (1), M. Kato (5) and A. Misaki (6) ((1)
  Graduate School of Science and Technology, Hirosaki University (2) School of
  Science and Engineering, Kinki University (3) Department of Physics, Moscow
  State University (4) Department of Physics, Saitama University (5) Kyowa
  Interface Science Co., Ltd., Saitama (6)Advanced Research Institute for
  Science and Engineering, Waseda University, Tokyo)",hep-ex astro-ph hep-ph,"  In the SK analysis of the neutrino events for [Fully Contained Events] and
[Partially Contained Events] on their zenith angle distribution, it is assumed
that the zenith angle of the incident neutri...",2007-05-23,1
0704.0191,Intricate Knots in Proteins: Function and Evolution,"Peter Virnau (1), Leonid A. Mirny (1,2), Mehran Kardar (1) ((1)
  Massachusetts Institute of Technology, Department of Physics, Cambridge, MA,
  United States of America, (2) Massachusetts Institute of Technology,
  Harvard-MIT Division of Health Science and Technology, Cambridge, MA, United
  States of America)",physics.bio-ph physics.data-an q-bio.BM,"  A number of recently discovered protein structures incorporate a rather
unexpected structural feature: a knot in the polypeptide backbone. These knots
are extremely rare, but their occurrence is lik...",2007-05-23,1
0704.0192,Star Formation in Galaxies with Large Lower Surface Brightness Disks,"K. O'Neil, S. Oey, G. Bothun",astro-ph,"  We present B, R, and Halpha imaging data of 19 large disk galaxies whose
properties are intermediate between classical low surface brightness galaxies
and ordinary high surface brightness galaxies. ...",2009-11-13,1
0704.0193,Domain Wall Dynamics near a Quantum Critical Point,"Shengjun Yuan, Hans De Raedt, Seiji Miyashita",cond-mat.mtrl-sci cond-mat.stat-mech,"  We study the real-time domain-wall dynamics near a quantum critical point of
the one-dimensional anisotropic ferromagnetic spin 1/2 chain. By numerical
simulation, we find the domain wall is dynamic...",2007-11-15,1
0704.0194,"Quantum mechanical approach to decoherence and relaxation generated by
  fluctuating environment",S.A. Gurvitz and D. Mozyrsky,cond-mat.mes-hall quant-ph,"  We consider an electrostatic qubit, interacting with a fluctuating charge of
single electron transistor (SET) in the framework of exactly solvable model.
The SET plays a role of the fluctuating envi...",2009-11-13,3
0704.0195,Group-theoretical properties of nilpotent modular categories,"Vladimir Drinfeld, Shlomo Gelaki, Dmitri Nikshych, Victor Ostrik",math.QA math.RT,"  We characterize a natural class of modular categories of prime power
Frobenius-Perron dimension as representation categories of twisted doubles of
finite p-groups. We also show that a nilpotent brai...",2007-05-23,2
0704.0196,Remarks on N_c dependence of decays of exotic baryons,"Karolina Piesciuk, Michal Praszalowicz",hep-ph,"  We calculate the N_c dependence of the decay widths of exotic eikosiheptaplet
within the framework of Chral Quark Soliton Model. We also discuss
generalizations of regular baryon representations for...",2008-11-26,2
0704.0197,Analysis of random Boolean networks using the average sensitivity,Steffen Schober and Martin Bossert,nlin.CG,"  In this work we consider random Boolean networks that provide a general model
for genetic regulatory networks. We extend the analysis of James Lynch who was
able to proof Kauffman's conjecture that ...",2007-05-23,1
0704.0198,Theory of polariton mediated Raman scattering in microcavities,"L. M. Leon Hilario, A. Bruchhausen, A. M. Lobos, A. A. Aligia",cond-mat.str-el cond-mat.other,"  We calculate the intensity of the polariton mediated inelastic light
scattering in semiconductor microcavities. We treat the exciton-photon coupling
nonperturbatively and incorporate lifetime effect...",2008-05-04,1
0704.0199,"Decomposition numbers for finite Coxeter groups and generalised
  non-crossing partitions","Christian Krattenthaler (Universit\""at Wien) and Thomas M\""uller
  (Queen Mary & Westfield College, University of London)",math.CO math.GR,"  Given a finite irreducible Coxeter group $W$, a positive integer $d$, and
types $T_1,T_2,...,T_d$ (in the sense of the classification of finite Coxeter
groups), we compute the number of decompositio...",2010-01-18,3
0704.0200,Electromagnetic polarizabilities and the excited states of the nucleon,Martin Schumacher,hep-ph nucl-ex,"  The electromagnetic polarizabilities of the nucleon are shown to be
essentially composed of the nonresonant $\alpha_p(E_{0+})=+3.2$,
$\alpha_n(E_{0+})=+4.1$,the $t$-channel $\alpha^t_{p,n}=-\beta^t_...",2013-06-26,1
0704.0201,"Hecke-Clifford algebras and spin Hecke algebras I: the classical affine
  type","Ta Khongsap, Weiqiang Wang",math.RT math.QA,"  Associated to the classical Weyl groups, we introduce the notion of
degenerate spin affine Hecke algebras and affine Hecke-Clifford algebras. For
these algebras, we establish the PBW properties, for...",2008-08-06,3
0704.0202,Towards Minimal Resources of Measurement-based Quantum Computation,Simon Perdrix,quant-ph,"  We improve the upper bound on the minimal resources required for
measurement-based quantum computation. Minimizing the resources required for
this model is a key issue for experimental realization o...",2007-09-20,1
0704.0203,A Spitzer census of the IC 348 nebula,"August A. Muench, Charles J. Lada, K. L. Luhman, James Muzerolle and
  Erick Young",astro-ph,"  We present a Spitzer based census of the IC 348 nebula and embedded star
cluster. Our Spitzer census supplemented by ground based spectra has added 42
class II T-Tauri sources to the cluster members...",2009-06-23,1
0704.0204,"Non-Equilibrium Josephson and Andreev Current through Interacting
  Quantum Dots","Marco G. Pala, Michele Governale, J\""urgen K\""onig",cond-mat.supr-con cond-mat.mes-hall,"  We present a theory of transport through interacting quantum dots coupled to
normal and superconducting leads in the limit of weak tunnel coupling. A
Josephson current between two superconducting le...",2010-09-03,2
0704.0205,Discovery of X-ray emission from the young radio pulsar PSR J1357-6429,"P. Esposito, A. Tiengo, A. De Luca, F. Mattana",astro-ph,"  We present the first X-ray detection of the very young pulsar PSR J1357-6429
(characteristic age of 7.3 kyr) using data from the XMM-Newton and Chandra
satellites. We find that the spectrum is well ...",2009-02-23,2
0704.0206,Resonant activation in bistable semiconductor lasers,"Stefano Lepri, Giovanni Giacomelli",physics.optics,"  We theoretically investigate the possibility of observing resonant activation
in the hopping dynamics of two-mode semiconductor lasers. We present a series
of simulations of a rate-equations model u...",2009-11-13,1
0704.0207,Quark matter and the astrophysics of neutron stars,M Prakash,astro-ph gr-qc nucl-th,"  Some of the means through which the possible presence of nearly deconfined
quarks in neutron stars can be detected by astrophysical observations of
neutron stars from their birth to old age are high...",2009-06-23,1
0704.0208,Some non-braided fusion categories of rank 3,Tobias J. Hagge and Seung-Moon Hong,math.GT math.QA,"  We classify all fusion categories for a given set of fusion rules with three
simple object types. If a conjecture of Ostrik is true, our classification
completes the classification of fusion categor...",2007-09-24,2
0704.0209,Chandra Observations of Supernova 1987A,"Sangwook Park, David N. Burrows, Gordon P. Garmire (Penn State),
  Richard McCray (Colorado), Judith L. Racusin (Penn State), Svetozar A. Zhekov
  (Space Res Inst)",astro-ph,"  We have been monitoring Supernova (SN) 1987A with {\it Chandra X-Ray
Observatory} since 1999. We present a review of previous results from our {\it
Chandra} observations, and some preliminary result...",2009-06-23,1
0704.0210,Classification of superpotentials,"Andrew Dancer, Mckenzie Wang",math.DG,"  We extend our previous classification of superpotentials of ``scalar
curvature type"" for the cohomogeneity one Ricci-flat equations. We now consider
the case not covered in our previous paper, i.e.,...",2009-11-13,1
0704.0211,Linkedness and ordered cycles in digraphs,"Daniela K\""uhn and Deryk Osthus",math.CO,"  The minimum semi-degree of a digraph D is the minimum of its minimum
outdegree and its minimum indegree. We show that every sufficiently large
digraph D with minimum semi-degree at least n/2 +k-1 is...",2007-05-23,1
0704.0212,Curvature and isocurvature perturbations in two-field inflation,"Z. Lalak, D. Langlois, S. Pokorski, K. Turzynski",hep-th astro-ph gr-qc,"  We study cosmological perturbations in two-field inflation, allowing for
non-standard kinetic terms. We calculate analytically the spectra of curvature
and isocurvature modes at Hubble crossing, up ...",2009-11-13,2
0704.0213,"Geometric Complexity Theory V: On deciding nonvanishing of a generalized
  Littlewood-Richardson coefficient",Ketan D. Mulmuley Hariharan Narayanan,cs.CC,"  This article has been withdrawn because it has been merged with the earlier
article GCT3 (arXiv: CS/0501076 [cs.CC]) in the series. The merged article is
now available as:
  Geometric Complexity The...",2012-09-28,2
0704.0214,A schematic model of scattering in PT-symmetric Quantum Mechanics,Miloslav Znojil,quant-ph hep-th,"  One-dimensional scattering problem admitting a complex, PT-symmetric
short-range potential V(x) is considered. Using a Runge-Kutta-discretized
version of Schroedinger equation we derive the formulae...",2007-05-23,1
0704.0215,"The exact asymptotic of the collision time tail distribution for
  independent Brownian particles with different drifts",Zbigniew Pucha{\l}a and Tomasz Rolski,math.PR,"  In this note we consider the time of the collision $\tau$ for $n$ independent
Brownian motions $X^1_t,...,X_t^n$ with drifts $a_1,...,a_n$, each starting
from $x=(x_1,...,x_n)$, where $x_1<...<x_n$....",2011-08-09,1
0704.0216,Ab initio Study of Graphene on SiC,Alexander Mattausch and Oleg Pankratov,cond-mat.mtrl-sci,"  Employing density-functional calculations we study single and double graphene
layers on Si- and C-terminated 1x1-6H-SiC surfaces. We show that, in contrast
to earlier assumptions, the first carbon l...",2009-11-13,2
0704.0217,"Capacity of a Multiple-Antenna Fading Channel with a Quantized Precoding
  Matrix",Wiroonsak Santipach and Michael L. Honig,cs.IT math.IT,"  Given a multiple-input multiple-output (MIMO) channel, feedback from the
receiver can be used to specify a transmit precoding matrix, which selectively
activates the strongest channel modes. Here we...",2010-08-27,2
0704.0218,"On Almost Periodicity Criteria for Morphic Sequences in Some Particular
  Cases",Yuri Pritykin,cs.DM cs.LO,"  In some particular cases we give criteria for morphic sequences to be almost
periodic (=uniformly recurrent). Namely, we deal with fixed points of
non-erasing morphisms and with automatic sequences....",2007-05-23,1
0704.0219,"The Radio Emission, X-ray Emission, and Hydrodynamics of G328.4+0.2: A
  Comprehensive Analysis of a Luminous Pulsar Wind Nebula, its Neutron Star,
  and the Progenitor Supernova Explosion","Joseph D. Gelfand, B. M. Gaensler, Patrick O. Slane, Daniel J.
  Patnaude, John P. Hughes, Fernando Camilo",astro-ph,"  We present new observational results obtained for the Galactic non-thermal
radio source G328.4+0.2 to determine both if this source is a pulsar wind
nebula or supernova remnant, and in either case, ...",2009-06-23,1
0704.0220,Three Particle Correlations from STAR,Jason Glyndwr Ulery (for the STAR Collaboration),nucl-ex,"  Two-particle correlations have shown modification to the away-side shape in
central Au+Au collisions relative to $pp$, d+Au and peripheral Au+Au
collisions. Different scenarios can explain this modi...",2008-11-26,1
0704.0221,The Return of a Static Universe and the End of Cosmology,"Lawrence M. Krauss (1,2) and Robert J. Scherrer (2) ((1) Case Western
  Reserve University, (2) Vanderbilt University)",astro-ph gr-qc hep-ph hep-th,"  We demonstrate that as we extrapolate the current $\Lambda$CDM universe
forward in time, all evidence of the Hubble expansion will disappear, so that
observers in our ""island universe"" will be funda...",2009-06-23,3
0704.0222,"Dark Matter annihilation in Draco: new considerations on the expected
  gamma flux",Miguel A. Sanchez-Conde,astro-ph,"  A new estimation of the gamma-ray flux that we expect to detect from SUSY
dark matter annihilation from the Draco dSph is presented using the DM density
profiles compatible with the latest observati...",2009-06-23,1
0704.0223,Magnetohydrodynamic Rebound Shocks of Supernovae,"Yu-Qing Lou (1,2,3) and Wei-Gang Wang (1), ((1) Tsinghua Center For
  astrophysics, Tsinghua University, (2)The University of Chicago, (3) National
  Astronomical Observatories, Chinese Academy of Science.)",astro-ph,"  We construct magnetohydrodynamic (MHD) similarity rebound shocks joining
`quasi-static' asymptotic solutions around the central degenerate core to
explore an MHD model for the evolution of random ma...",2009-06-23,1
0704.0224,"Are There Mach Cones in Heavy Ion Collisions? Three-Particle
  Correlations from STAR",Jason Glyndwr Ulery (for the STAR Collaboration),nucl-ex,"  We present results from STAR on 3-particle azimuthal correlations for a
$3<p_T<4$ GeV/c trigger particle with two softer $1<p_T<2$ GeV/c particles.
Results are shown for pp, d+Au and high statistics...",2008-11-26,1
0704.0225,Exploring First Stars Era with GLAST,A. Kashlinsky and D. Band,astro-ph,"  Cosmic infrared background (CIB) includes emissions from objects inaccessible
to current telescopic studies, such as the putative Population III, the first
stars. Recently, strong direct evidence fo...",2009-06-23,1
0704.0226,"Correlated modulation between the redshifted Fe K alpha line and the
  continuum emission in NGC 3783","F. Tombesi (1,2), B. De Marco (3), K. Iwasawa (4), M. Cappi (1), M.
  Dadina (1), G. Ponti (1,2), G. Miniutti (5) and G.G.C. Palumbo (2) ((1)
  INAF-IASF Bologna, (2) UNIBO, (3) SISSA, (4) MPE, (5) Institute of Astronomy,
  Cambridge)",astro-ph,"  It has been suggested that X-ray observations of rapidly variable Seyfert
galaxies may hold the key to probe the gas orbital motions in the innermost
regions of accretion discs around black holes an...",2009-11-13,1
0704.0227,Isotopic Effects in Nuclear Reactions at Relativistic Energies,"C.Sfienti, M. De Napoli, S. Bianchin, A.S. Botvina, J. Brzychczyk, A.
  Le Fevre, J. Lukasik, P. Pawlowski, W. Trautmann and the ALADiN2000
  Collaboration",nucl-ex,"  A systematic study of isotopic effects in the break-up of projectile
spectators at relativistic energies has been performed at the GSI laboratory
with the ALADiN spectrometer coupled to the LAND neu...",2007-05-23,1
0704.0228,"Einstein vs Maxwell: Is gravitation a curvature of space, a field in
  flat space, or both?",Theo M. Nieuwenhuizen,gr-qc astro-ph quant-ph,"  Starting with a field theoretic approach in Minkowski space, the
gravitational energy momentum tensor is derived from the Einstein equations in
a straightforward manner. This allows to present them ...",2008-11-26,1
0704.0229,"Geometric Complexity Theory VI: the flip via saturated and positive
  integer programming in representation theory and algebraic geometry",Ketan D. Mulmuley,cs.CC,"  This article belongs to a series on geometric complexity theory (GCT), an
approach to the P vs. NP and related problems through algebraic geometry and
representation theory. The basic principle behi...",2009-01-22,4
0704.0230,Two new basaltic asteroids in the Outer Main Belt?,R. Duffard and F. Roig,astro-ph,"  The identification of basaltic asteroids in the asteroid Main Belt and the
description of their surface mineralogy is necessary to understand the
diversity in the collection of basaltic meteorites. ...",2008-01-14,2
